1: Max Upload: 841 Kbps, Max Download: 11046 Kbps, Latency: 9,43 ms, Packet Loss: 0,0000%
31: Max Upload: 671 Kbps, Max Download: 8090 Kbps, Latency: 30,57 ms, Packet Loss: 0,0000%
32: Max Upload: 31928 Kbps, Max Download: 216443 Kbps, Latency: 16,40 ms, Packet Loss: 0,0000%
33: Max Upload: 779 Kbps, Max Download: 2278 Kbps, Latency: 13,58 ms, Packet Loss: 0,0114%
34: Max Upload: 645 Kbps, Max Download: 6676 Kbps, Latency: 31,99 ms, Packet Loss: 0,0057%
35: Max Upload: 558 Kbps, Max Download: 8402 Kbps, Latency: 28,30 ms, Packet Loss: 0,0057%
36: Max Upload: 543 Kbps, Max Download: 762 Kbps, Latency: 37,62 ms, Packet Loss: 0,0000%
37: Max Upload: 1152 Kbps, Max Download: 7363 Kbps, Latency: 31,71 ms, Packet Loss: 0,0040%
38: Max Upload: 636 Kbps, Max Download: 3413 Kbps, Latency: 8,91 ms, Packet Loss: 0,0069%
39: Max Upload: 721 Kbps, Max Download: 1044 Kbps, Latency: 28,54 ms, Packet Loss: 0,0049%
40: Max Upload: 490 Kbps, Max Download: 9966 Kbps, Latency: 17,38 ms, Packet Loss: 0,0061%
41: Max Upload: 1004 Kbps, Max Download: 1820 Kbps, Latency: 33,61 ms, Packet Loss: 0,0006%
42: Max Upload: 624 Kbps, Max Download: 11144 Kbps, Latency: 29,90 ms, Packet Loss: 0,0111%
43: Max Upload: 1194 Kbps, Max Download: 11212 Kbps, Latency: 12,12 ms, Packet Loss: 0,0017%
44: Max Upload: 658 Kbps, Max Download: 12196 Kbps, Latency: 38,07 ms, Packet Loss: 0,0000%
45: Max Upload: 616 Kbps, Max Download: 4778 Kbps, Latency: 20,35 ms, Packet Loss: 0,0000%
46: Max Upload: 1383 Kbps, Max Download: 255 Kbps, Latency: 9,52 ms, Packet Loss: 0,0100%
47: Max Upload: 1040 Kbps, Max Download: 10751 Kbps, Latency: 42,66 ms, Packet Loss: 0,0058%
48: Max Upload: 1313 Kbps, Max Download: 7393 Kbps, Latency: 28,53 ms, Packet Loss: 0,0000%
49: Max Upload: 8063 Kbps, Max Download: 50476 Kbps, Latency: 20,71 ms, Packet Loss: 0,0002%
50: Max Upload: 26000 Kbps, Max Download: 240023 Kbps, Latency: 17,70 ms, Packet Loss: 0,0042%
51: Max Upload: 12629 Kbps, Max Download: 285298 Kbps, Latency: 16,65 ms, Packet Loss: 0,0000%
52: Max Upload: 910 Kbps, Max Download: 14105 Kbps, Latency: 38,67 ms, Packet Loss: 0,0097%
53: Max Upload: 1073 Kbps, Max Download: 429 Kbps, Latency: 23,23 ms, Packet Loss: 0,0000%
54: Max Upload: 683 Kbps, Max Download: 11641 Kbps, Latency: 20,19 ms, Packet Loss: 0,0000%
55: Max Upload: 17701 Kbps, Max Download: 175966 Kbps, Latency: 18,25 ms, Packet Loss: 0,0056%
56: Max Upload: 910 Kbps, Max Download: 13304 Kbps, Latency: 26,80 ms, Packet Loss: 0,0090%
57: Max Upload: 30726 Kbps, Max Download: 201108 Kbps, Latency: 21,63 ms, Packet Loss: 0,0000%
58: Max Upload: 1036 Kbps, Max Download: 6347 Kbps, Latency: 23,78 ms, Packet Loss: 0,0021%
59: Max Upload: 26349 Kbps, Max Download: 352925 Kbps, Latency: 16,20 ms, Packet Loss: 0,0000%
60: Max Upload: 11848 Kbps, Max Download: 296707 Kbps, Latency: 18,29 ms, Packet Loss: 0,0074%
61: Max Upload: 826 Kbps, Max Download: 283 Kbps, Latency: 9,94 ms, Packet Loss: 0,0004%
62: Max Upload: 761 Kbps, Max Download: 11552 Kbps, Latency: 32,65 ms, Packet Loss: 0,0000%
63: Max Upload: 32321 Kbps, Max Download: 186510 Kbps, Latency: 16,68 ms, Packet Loss: 0,0217%
64: Max Upload: 20545 Kbps, Max Download: 226015 Kbps, Latency: 14,96 ms, Packet Loss: 0,0000%
65: Max Upload: 18294 Kbps, Max Download: 203139 Kbps, Latency: 15,45 ms, Packet Loss: 0,0000%
66: Max Upload: 1129 Kbps, Max Download: 13595 Kbps, Latency: 35,61 ms, Packet Loss: 0,0000%
67: Max Upload: 11900 Kbps, Max Download: 147975 Kbps, Latency: 19,15 ms, Packet Loss: 0,0000%
68: Max Upload: 868 Kbps, Max Download: 6312 Kbps, Latency: 35,90 ms, Packet Loss: 0,0136%
69: Max Upload: 838 Kbps, Max Download: 8352 Kbps, Latency: 39,05 ms, Packet Loss: 0,0031%
70: Max Upload: 18621 Kbps, Max Download: 133734 Kbps, Latency: 17,05 ms, Packet Loss: 0,0000%
71: Max Upload: 422 Kbps, Max Download: 3365 Kbps, Latency: 35,24 ms, Packet Loss: 0,0000%
72: Max Upload: 1291 Kbps, Max Download: 19534 Kbps, Latency: 29,79 ms, Packet Loss: 0,0000%
73: Max Upload: 10868 Kbps, Max Download: 167036 Kbps, Latency: 18,46 ms, Packet Loss: 0,0132%
74: Max Upload: 613 Kbps, Max Download: 17192 Kbps, Latency: 20,00 ms, Packet Loss: 0,0022%
75: Max Upload: 990 Kbps, Max Download: 5982 Kbps, Latency: 29,49 ms, Packet Loss: 0,0094%
76: Max Upload: 1192 Kbps, Max Download: 15922 Kbps, Latency: 31,48 ms, Packet Loss: 0,0000%
77: Max Upload: 727 Kbps, Max Download: 9741 Kbps, Latency: 21,10 ms, Packet Loss: 0,0031%
78: Max Upload: 972 Kbps, Max Download: 10462 Kbps, Latency: 25,93 ms, Packet Loss: 0,0000%
79: Max Upload: 949 Kbps, Max Download: 3381 Kbps, Latency: 20,94 ms, Packet Loss: 0,0080%
80: Max Upload: 6372 Kbps, Max Download: 177452 Kbps, Latency: 20,44 ms, Packet Loss: 0,0087%
81: Max Upload: 17193 Kbps, Max Download: 154843 Kbps, Latency: 16,85 ms, Packet Loss: 0,0000%
82: Max Upload: 28327 Kbps, Max Download: 300871 Kbps, Latency: 13,51 ms, Packet Loss: 0,0000%
83: Max Upload: 844 Kbps, Max Download: 14646 Kbps, Latency: 16,09 ms, Packet Loss: 0,0000%
84: Max Upload: 650 Kbps, Max Download: 4606 Kbps, Latency: 25,93 ms, Packet Loss: 0,0076%
85: Max Upload: 1047 Kbps, Max Download: 8332 Kbps, Latency: 30,59 ms, Packet Loss: 0,0032%
86: Max Upload: 678 Kbps, Max Download: 6481 Kbps, Latency: 37,66 ms, Packet Loss: 0,0000%
87: Max Upload: 10071 Kbps, Max Download: 40619 Kbps, Latency: 16,99 ms, Packet Loss: 0,0059%
88: Max Upload: 864 Kbps, Max Download: 15233 Kbps, Latency: 33,03 ms, Packet Loss: 0,0008%
89: Max Upload: 681 Kbps, Max Download: 11384 Kbps, Latency: 31,96 ms, Packet Loss: 0,0029%
90: Max Upload: 17258 Kbps, Max Download: 26911 Kbps, Latency: 15,97 ms, Packet Loss: 0,0000%
91: Max Upload: 22163 Kbps, Max Download: 12093 Kbps, Latency: 16,97 ms, Packet Loss: 0,0077%
92: Max Upload: 835 Kbps, Max Download: 14174 Kbps, Latency: 25,71 ms, Packet Loss: 0,0079%
93: Max Upload: 26387 Kbps, Max Download: 201515 Kbps, Latency: 16,67 ms, Packet Loss: 0,0000%
94: Max Upload: 933 Kbps, Max Download: 15063 Kbps, Latency: 19,58 ms, Packet Loss: 0,0006%
95: Max Upload: 774 Kbps, Max Download: 17442 Kbps, Latency: 32,52 ms, Packet Loss: 0,0000%
96: Max Upload: 12229 Kbps, Max Download: 341547 Kbps, Latency: 17,56 ms, Packet Loss: 0,0000%
97: Max Upload: 327 Kbps, Max Download: 11681 Kbps, Latency: 19,79 ms, Packet Loss: 0,0034%
98: Max Upload: 608 Kbps, Max Download: 5426 Kbps, Latency: 31,21 ms, Packet Loss: 0,0000%
99: Max Upload: 917 Kbps, Max Download: 6873 Kbps, Latency: 20,11 ms, Packet Loss: 0,0079%
100: Max Upload: 28240 Kbps, Max Download: 138046 Kbps, Latency: 15,75 ms, Packet Loss: 0,0013%
101: Max Upload: 593 Kbps, Max Download: 10141 Kbps, Latency: 41,02 ms, Packet Loss: 0,0032%
102: Max Upload: 774 Kbps, Max Download: 2777 Kbps, Latency: 13,99 ms, Packet Loss: 0,0024%
103: Max Upload: 1094 Kbps, Max Download: 9336 Kbps, Latency: 22,87 ms, Packet Loss: 0,0000%
104: Max Upload: 998 Kbps, Max Download: 10404 Kbps, Latency: 25,35 ms, Packet Loss: 0,0032%
105: Max Upload: 401 Kbps, Max Download: 10309 Kbps, Latency: 29,59 ms, Packet Loss: 0,0020%
106: Max Upload: 886 Kbps, Max Download: 6902 Kbps, Latency: 24,23 ms, Packet Loss: 0,0000%
107: Max Upload: 20198 Kbps, Max Download: 78154 Kbps, Latency: 19,89 ms, Packet Loss: 0,0030%
108: Max Upload: 679 Kbps, Max Download: 9093 Kbps, Latency: 38,06 ms, Packet Loss: 0,0000%
109: Max Upload: 23051 Kbps, Max Download: 265061 Kbps, Latency: 19,07 ms, Packet Loss: 0,0010%
110: Max Upload: 696 Kbps, Max Download: 5523 Kbps, Latency: 28,80 ms, Packet Loss: 0,0016%
111: Max Upload: 470 Kbps, Max Download: 13274 Kbps, Latency: 29,31 ms, Packet Loss: 0,0000%
112: Max Upload: 39403 Kbps, Max Download: 122100 Kbps, Latency: 14,08 ms, Packet Loss: 0,0012%
113: Max Upload: 8122 Kbps, Max Download: 151582 Kbps, Latency: 16,67 ms, Packet Loss: 0,0000%
114: Max Upload: 655 Kbps, Max Download: 8757 Kbps, Latency: 19,57 ms, Packet Loss: 0,0030%
115: Max Upload: 539 Kbps, Max Download: 9394 Kbps, Latency: 43,94 ms, Packet Loss: 0,0007%
116: Max Upload: 603 Kbps, Max Download: 17386 Kbps, Latency: 22,74 ms, Packet Loss: 0,0031%
117: Max Upload: 717 Kbps, Max Download: 10256 Kbps, Latency: 23,70 ms, Packet Loss: 0,0000%
118: Max Upload: 21691 Kbps, Max Download: 124641 Kbps, Latency: 18,19 ms, Packet Loss: 0,0000%
119: Max Upload: 17925 Kbps, Max Download: 71645 Kbps, Latency: 17,67 ms, Packet Loss: 0,0000%
120: Max Upload: 7423 Kbps, Max Download: 48160 Kbps, Latency: 22,85 ms, Packet Loss: 0,0072%
121: Max Upload: 601 Kbps, Max Download: 8509 Kbps, Latency: 33,85 ms, Packet Loss: 0,0010%
122: Max Upload: 1066 Kbps, Max Download: 10571 Kbps, Latency: 34,01 ms, Packet Loss: 0,0035%
123: Max Upload: 17976 Kbps, Max Download: 299086 Kbps, Latency: 20,69 ms, Packet Loss: 0,0000%
124: Max Upload: 20313 Kbps, Max Download: 383360 Kbps, Latency: 22,05 ms, Packet Loss: 0,0000%
125: Max Upload: 733 Kbps, Max Download: 12915 Kbps, Latency: 13,89 ms, Packet Loss: 0,0039%
126: Max Upload: 1241 Kbps, Max Download: 6340 Kbps, Latency: 20,92 ms, Packet Loss: 0,0034%
127: Max Upload: 439 Kbps, Max Download: 13746 Kbps, Latency: 22,89 ms, Packet Loss: 0,0000%
128: Max Upload: 802 Kbps, Max Download: 15076 Kbps, Latency: 33,19 ms, Packet Loss: 0,0022%
129: Max Upload: 1099 Kbps, Max Download: 221216 Kbps, Latency: 19,38 ms, Packet Loss: 0,0127%
130: Max Upload: 20427 Kbps, Max Download: 60862 Kbps, Latency: 17,78 ms, Packet Loss: 0,0000%
131: Max Upload: 779 Kbps, Max Download: 14733 Kbps, Latency: 20,72 ms, Packet Loss: 0,0037%
132: Max Upload: 1138 Kbps, Max Download: 16731 Kbps, Latency: 22,53 ms, Packet Loss: 0,0040%
133: Max Upload: 994 Kbps, Max Download: 5841 Kbps, Latency: 37,12 ms, Packet Loss: 0,0000%
134: Max Upload: 740 Kbps, Max Download: 8871 Kbps, Latency: 19,13 ms, Packet Loss: 0,0090%
135: Max Upload: 1043 Kbps, Max Download: 7810 Kbps, Latency: 24,81 ms, Packet Loss: 0,0028%
136: Max Upload: 798 Kbps, Max Download: 5352 Kbps, Latency: 21,79 ms, Packet Loss: 0,0027%
137: Max Upload: 30445 Kbps, Max Download: 170894 Kbps, Latency: 14,27 ms, Packet Loss: 0,0029%
138: Max Upload: 1233 Kbps, Max Download: 15094 Kbps, Latency: 35,70 ms, Packet Loss: 0,0029%
139: Max Upload: 4 Kbps, Max Download: 1372 Kbps, Latency: 17,64 ms, Packet Loss: 0,0000%
140: Max Upload: 606 Kbps, Max Download: 9493 Kbps, Latency: 21,03 ms, Packet Loss: 0,0069%
141: Max Upload: 632 Kbps, Max Download: 4872 Kbps, Latency: 34,43 ms, Packet Loss: 0,0000%
142: Max Upload: 18694 Kbps, Max Download: 325553 Kbps, Latency: 15,13 ms, Packet Loss: 0,0251%
143: Max Upload: 1047 Kbps, Max Download: 19397 Kbps, Latency: 13,83 ms, Packet Loss: 0,0000%
144: Max Upload: 25559 Kbps, Max Download: 116307 Kbps, Latency: 17,30 ms, Packet Loss: 0,0000%
145: Max Upload: 836 Kbps, Max Download: 6647 Kbps, Latency: 36,45 ms, Packet Loss: 0,0048%
146: Max Upload: 29993 Kbps, Max Download: 70540 Kbps, Latency: 19,44 ms, Packet Loss: 0,0000%
147: Max Upload: 15119 Kbps, Max Download: 47920 Kbps, Latency: 16,34 ms, Packet Loss: 0,0000%
148: Max Upload: 555 Kbps, Max Download: 9953 Kbps, Latency: 27,10 ms, Packet Loss: 0,0035%
149: Max Upload: 578 Kbps, Max Download: 6347 Kbps, Latency: 48,98 ms, Packet Loss: 0,0009%
150: Max Upload: 661 Kbps, Max Download: 4983 Kbps, Latency: 18,09 ms, Packet Loss: 0,0037%
lectureStudioServer: Max Upload: 27507 Kbps, Max Download: 79149 Kbps, Latency: 40,20 ms, Packet Loss: 0,0024%
