1: Max Upload: 863 Kbps, Max Download: 19837 Kbps, Latency: 25,97 ms, Packet Loss: 0,0074%
29: Max Upload: 835 Kbps, Max Download: 3007 Kbps, Latency: 27,92 ms, Packet Loss: 0,0000%
30: Max Upload: 6569 Kbps, Max Download: 38981 Kbps, Latency: 21,15 ms, Packet Loss: 0,0000%
31: Max Upload: 269 Kbps, Max Download: 15875 Kbps, Latency: 35,57 ms, Packet Loss: 0,0061%
32: Max Upload: 867 Kbps, Max Download: 9538 Kbps, Latency: 17,01 ms, Packet Loss: 0,0026%
33: Max Upload: 436 Kbps, Max Download: 19013 Kbps, Latency: 22,06 ms, Packet Loss: 0,0000%
34: Max Upload: 1027 Kbps, Max Download: 8332 Kbps, Latency: 21,02 ms, Packet Loss: 0,0132%
35: Max Upload: 1268 Kbps, Max Download: 16707 Kbps, Latency: 34,70 ms, Packet Loss: 0,0123%
36: Max Upload: 495 Kbps, Max Download: 10650 Kbps, Latency: 18,17 ms, Packet Loss: 0,0088%
37: Max Upload: 477 Kbps, Max Download: 12600 Kbps, Latency: 30,37 ms, Packet Loss: 0,0004%
38: Max Upload: 763 Kbps, Max Download: 12644 Kbps, Latency: 22,57 ms, Packet Loss: 0,0018%
39: Max Upload: 573 Kbps, Max Download: 10629 Kbps, Latency: 30,40 ms, Packet Loss: 0,0000%
40: Max Upload: 13376 Kbps, Max Download: 223779 Kbps, Latency: 16,74 ms, Packet Loss: 0,0231%
41: Max Upload: 31772 Kbps, Max Download: 244249 Kbps, Latency: 19,48 ms, Packet Loss: 0,0000%
42: Max Upload: 17927 Kbps, Max Download: 258174 Kbps, Latency: 18,71 ms, Packet Loss: 0,0000%
43: Max Upload: 27013 Kbps, Max Download: 293445 Kbps, Latency: 13,81 ms, Packet Loss: 0,0055%
44: Max Upload: 714 Kbps, Max Download: 18017 Kbps, Latency: 27,03 ms, Packet Loss: 0,0021%
45: Max Upload: 795 Kbps, Max Download: 4826 Kbps, Latency: 15,57 ms, Packet Loss: 0,0058%
46: Max Upload: 867 Kbps, Max Download: 15688 Kbps, Latency: 39,94 ms, Packet Loss: 0,0000%
47: Max Upload: 1101 Kbps, Max Download: 802 Kbps, Latency: 19,14 ms, Packet Loss: 0,0000%
48: Max Upload: 939 Kbps, Max Download: 4733 Kbps, Latency: 13,34 ms, Packet Loss: 0,0000%
49: Max Upload: 672 Kbps, Max Download: 14678 Kbps, Latency: 33,48 ms, Packet Loss: 0,0036%
50: Max Upload: 1076 Kbps, Max Download: 10359 Kbps, Latency: 30,25 ms, Packet Loss: 0,0000%
51: Max Upload: 788 Kbps, Max Download: 6542 Kbps, Latency: 24,96 ms, Packet Loss: 0,0000%
52: Max Upload: 645 Kbps, Max Download: 8458 Kbps, Latency: 21,18 ms, Packet Loss: 0,0000%
53: Max Upload: 834 Kbps, Max Download: 12178 Kbps, Latency: 25,28 ms, Packet Loss: 0,0007%
54: Max Upload: 9310 Kbps, Max Download: 186874 Kbps, Latency: 16,79 ms, Packet Loss: 0,0069%
55: Max Upload: 805 Kbps, Max Download: 8200 Kbps, Latency: 35,82 ms, Packet Loss: 0,0065%
56: Max Upload: 710 Kbps, Max Download: 4688 Kbps, Latency: 21,50 ms, Packet Loss: 0,0000%
57: Max Upload: 804 Kbps, Max Download: 14160 Kbps, Latency: 20,13 ms, Packet Loss: 0,0010%
58: Max Upload: 649 Kbps, Max Download: 13428 Kbps, Latency: 36,37 ms, Packet Loss: 0,0076%
59: Max Upload: 856 Kbps, Max Download: 1129 Kbps, Latency: 25,02 ms, Packet Loss: 0,0091%
60: Max Upload: 1165 Kbps, Max Download: 11909 Kbps, Latency: 32,89 ms, Packet Loss: 0,0046%
61: Max Upload: 826 Kbps, Max Download: 1217 Kbps, Latency: 15,52 ms, Packet Loss: 0,0000%
62: Max Upload: 19312 Kbps, Max Download: 257174 Kbps, Latency: 18,26 ms, Packet Loss: 0,0192%
63: Max Upload: 33661 Kbps, Max Download: 291130 Kbps, Latency: 17,50 ms, Packet Loss: 0,0000%
64: Max Upload: 548 Kbps, Max Download: 16661 Kbps, Latency: 20,22 ms, Packet Loss: 0,0071%
65: Max Upload: 24655 Kbps, Max Download: 29233 Kbps, Latency: 12,00 ms, Packet Loss: 0,0001%
66: Max Upload: 927 Kbps, Max Download: 9631 Kbps, Latency: 24,85 ms, Packet Loss: 0,0000%
67: Max Upload: 767 Kbps, Max Download: 3900 Kbps, Latency: 21,77 ms, Packet Loss: 0,0074%
68: Max Upload: 1031 Kbps, Max Download: 9939 Kbps, Latency: 19,54 ms, Packet Loss: 0,0057%
69: Max Upload: 28044 Kbps, Max Download: 418562 Kbps, Latency: 17,31 ms, Packet Loss: 0,0187%
70: Max Upload: 915 Kbps, Max Download: 13294 Kbps, Latency: 31,47 ms, Packet Loss: 0,0030%
71: Max Upload: 1140 Kbps, Max Download: 17114 Kbps, Latency: 24,10 ms, Packet Loss: 0,0000%
72: Max Upload: 800 Kbps, Max Download: 12178 Kbps, Latency: 14,50 ms, Packet Loss: 0,0040%
73: Max Upload: 619 Kbps, Max Download: 4447 Kbps, Latency: 35,93 ms, Packet Loss: 0,0058%
74: Max Upload: 904 Kbps, Max Download: 3198 Kbps, Latency: 32,86 ms, Packet Loss: 0,0000%
75: Max Upload: 1107 Kbps, Max Download: 13252 Kbps, Latency: 29,38 ms, Packet Loss: 0,0000%
lectureStudioServer: Max Upload: 28494 Kbps, Max Download: 78691 Kbps, Latency: 40,20 ms, Packet Loss: 0,0024%
